_index,_type,_id,_version,_score,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.win.eventdata.subjectLogonId,_source.data.win.eventdata.targetLinkedLogonId,_source.data.win.eventdata.impersonationLevel,_source.data.win.eventdata.ipAddress,_source.data.win.eventdata.authenticationPackageName,_source.data.win.eventdata.targetLogonId,_source.data.win.eventdata.logonProcessName,_source.data.win.eventdata.logonGuid,_source.data.win.eventdata.targetUserName,_source.data.win.eventdata.keyLength,_source.data.win.eventdata.elevatedToken,_source.data.win.eventdata.subjectUserSid,_source.data.win.eventdata.processId,_source.data.win.eventdata.ipPort,_source.data.win.eventdata.targetDomainName,_source.data.win.eventdata.targetUserSid,_source.data.win.eventdata.virtualAccount,_source.data.win.eventdata.logonType,_source.data.win.system.eventID,_source.data.win.system.keywords,_source.data.win.system.providerGuid,_source.data.win.system.level,_source.data.win.system.channel,_source.data.win.system.opcode,_source.data.win.system.message,_source.data.win.system.version,_source.data.win.system.systemTime,_source.data.win.system.eventRecordID,_source.data.win.system.threadID,_source.data.win.system.computer,_source.data.win.system.task,_source.data.win.system.processID,_source.data.win.system.severityValue,_source.data.win.system.providerName,_source.rule.mail,_source.rule.level,_source.rule.hipaa,_source.rule.pci_dss,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.nist_800_53,_source.rule.gdpr,_source.rule.firedtimes,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.rule.id,_source.rule.gpg13,_source.decoder.name,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.data.win.eventdata.processName,_source.data.win.eventdata.subjectDomainName,_source.data.win.eventdata.objectServer,_source.data.win.eventdata.privilegeList,_source.data.win.eventdata.subjectUserName,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.decoder,_source.full_log,_source.data.win.eventdata.data,_source.data.win.eventdata.ticketOptions,_source.data.win.eventdata.serviceSid,_source.data.win.eventdata.serviceName,_source.data.win.eventdata.ticketEncryptionType,_source.data.win.eventdata.status,_source.data.win.eventdata.workstationName,_source.data.win.eventdata.errorDescription,_source.data.win.eventdata.processingTimeInMilliseconds,_source.data.win.eventdata.errorCode,_source.data.win.eventdata.supportInfo1,_source.data.win.eventdata.supportInfo2,_source.data.win.eventdata.processingMode,_source.data.win.eventdata.accessList,_source.data.win.eventdata.accessReason,_source.data.win.eventdata.restrictedSidCount,_source.data.win.eventdata.transactionId,_source.data.win.eventdata.objectType,_source.data.win.eventdata.objectName,_source.data.win.eventdata.accessMask,_source.data.win.eventdata.handleId,_source.data.win.eventdata.binary,_source.data.win.eventdata.accountDomain,_source.data.win.eventdata.logonID,_source.data.win.eventdata.accountName,_source.data.win.eventdata.clientName,_source.data.win.eventdata.sessionName,_source.data.win.eventdata.clientAddress,_source.data.win.system.eventSourceName,_source.data.win.eventdata.lmPackageName
wazuh-alerts-4.x-2023.05.09,_doc,dcX__4cBy0XUe2K5lp0a,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0154209Z,1162383,8268,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",35,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:32.346",EventChannel,1683627152.12398986,"May 9, 2023 @ 10:12:32.346",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.05.09,_doc,eMX__4cBy0XUe2K5lp0a,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0162411Z,1162387,8268,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",38,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:32.434",EventChannel,1683627152.12407296,"May 9, 2023 @ 10:12:32.434",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.05.09,_doc,ecX__4cBy0XUe2K5lp0a,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0161713Z,1162386,8268,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",39,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:32.434",EventChannel,1683627152.12410066,"May 9, 2023 @ 10:12:32.434",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.05.09,_doc,esX__4cBy0XUe2K5lp0a,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0167784Z,1162388,8268,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",40,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:32.434",EventChannel,1683627152.12412836,"May 9, 2023 @ 10:12:32.434",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.05.09,_doc,fMX__4cBy0XUe2K5lp0a,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0172870Z,1162390,7556,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",42,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:32.478",EventChannel,1683627152.12418376,"May 9, 2023 @ 10:12:32.478",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.05.09,_doc,hcX__4cBy0XUe2K5lp0a,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0198364Z,1162399,6192,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",51,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:32.626",EventChannel,1683627152.12443306,"May 9, 2023 @ 10:12:32.626",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.05.09,_doc,h8X__4cBy0XUe2K5lp0a,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0207894Z,1162402,6192,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",53,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:32.670",EventChannel,1683627152.12448846,"May 9, 2023 @ 10:12:32.670",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.05.09,_doc,w8X__4cBy0XUe2K5mp1M,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0223805Z,1162408,8268,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",60,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:32.758",EventChannel,1683627152.12468236,"May 9, 2023 @ 10:12:32.758",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.05.09,_doc,xsX__4cBy0XUe2K5mp1M,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0228640Z,1162411,8268,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",63,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:32.802",EventChannel,1683627152.12476546,"May 9, 2023 @ 10:12:32.802",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.05.09,_doc,yMX__4cBy0XUe2K5mp1M,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0233005Z,1162413,6192,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",65,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:32.846",EventChannel,1683627152.12482086,"May 9, 2023 @ 10:12:32.846",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.05.09,_doc,zMX__4cBy0XUe2K5mp1M,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0246276Z,1162418,6192,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",69,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:32.906",EventChannel,1683627152.12493166,"May 9, 2023 @ 10:12:32.906",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.05.09,_doc,0sX__4cBy0XUe2K5mp1M,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0258909Z,1162423,8268,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",75,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:32.994",EventChannel,1683627152.12509786,"May 9, 2023 @ 10:12:32.994",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.05.09,_doc,1sX__4cBy0XUe2K5mp1M,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0267255Z,1162427,8268,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",79,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:33.039",EventChannel,1683627153.12520866,"May 9, 2023 @ 10:12:33.039",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.05.09,_doc,3cX__4cBy0XUe2K5mp1M,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0280158Z,1162434,8268,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",86,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:33.202",EventChannel,1683627153.12540256,"May 9, 2023 @ 10:12:33.202",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.05.09,_doc,3sX__4cBy0XUe2K5mp1M,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0280271Z,1162435,8268,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",87,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:33.202",EventChannel,1683627153.12543026,"May 9, 2023 @ 10:12:33.202",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.05.09,_doc,4MX__4cBy0XUe2K5mp1M,1,1,10.77.77.77,dc,003,ovelse-siem-server,0x3673ab8, , , , , , , , , , ,S-1-5-21-2082646183-1217588593-2819094730-500,0x674, , , , , ,4673,0x8010000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""A privileged service was called.

Subject:
	Security ID:		S-1-5-21-2082646183-1217588593-2819094730-500
	Account Name:		Administrator
	Account Domain:		DJIKSTRA
	Logon ID:		0x3673AB8

Service:
	Server:	Security
	Service Name:	-

Process:
	Process ID:	0x674
	Process Name:	C:\Windows\System32\svchost.exe

Service Request Information:
	Privileges:		SeTcbPrivilege""",0,2023-05-09T10:12:27.0291780Z,1162438,6192,dc.djikstra.xrg,13056,4,AUDIT_FAILURE,Microsoft-Windows-Security-Auditing,false,4,"[""164.312.b""]","[""10.2.2""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Failed attempt to perform a privileged operation.,"[""windows"",""windows_security""]","[""AC.6"",""AU.14""]","[""IV_32.2""]",89,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",60107, ,windows_eventchannel,log,"May 9, 2023 @ 10:12:33.246",EventChannel,1683627153.12548566,"May 9, 2023 @ 10:12:33.246",C:\\Windows\\System32\\svchost.exe,DJIKSTRA,Security,SeTcbPrivilege,Administrator, , , ,"{""name"":""windows_eventchannel""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
