"_index","agent.id","agent.ip","agent.name","data.app_proto","data.dest_ip","data.dest_port","data.event_type","data.flow.age","data.flow.alerted","data.flow.bytes_toclient","data.flow.bytes_toserver","data.flow.end","data.flow.pkts_toclient","data.flow.pkts_toserver","data.flow.reason","data.flow.start","data.flow.state","data.flow.wrong_thread","data.flow_id","data.http.hostname","data.http.http_method","data.http.http_user_agent","data.http.length","data.http.protocol","data.http.status","data.http.url","data.in_iface","data.proto","data.src_ip","data.src_port","data.ssh.server.proto_version","data.ssh.server.software_version","data.tcp.ack","data.tcp.cwr","data.tcp.ecn","data.tcp.fin","data.tcp.psh","data.tcp.rst","data.tcp.state","data.tcp.syn","data.tcp.tcp_flags","data.tcp.tcp_flags_tc","data.tcp.tcp_flags_ts","data.timestamp","data.tx_id","decoder.name",id,"input.type",location,"manager.name","rule.description","rule.firedtimes","rule.groups","rule.id","rule.level","rule.mail",timestamp
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",50505,flow,0,false,0,132,"2022-11-21T21:24:10.745392+0000",0,2,timeout,"2022-11-21T21:24:10.745392+0000",new,true,"1253039201214384.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",22,"-","-","-","-","-","-","-","-","-","-",00,00,00,"Nov 21, 2022 @ 22:29:01.564","-",json,"1669066142.689090628",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,370","ids, suricata",86600,3,false,"Nov 21, 2022 @ 22:29:02.485"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.4.138",22,flow,0,false,132,110,"2022-11-21T21:24:10.744661+0000",2,2,timeout,"2022-11-21T21:24:10.744481+0000",new,true,"154498236046369.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.2.113",50505,"-","-","-","-","-","-","-","-","-","-",00,00,00,"Nov 21, 2022 @ 22:28:04.110","-",json,"1669066085.688609952",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,332","ids, suricata",86600,3,false,"Nov 21, 2022 @ 22:28:05.797"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.4.138",22,flow,0,false,132,110,"2022-11-21T19:24:10.711359+0000",2,2,timeout,"2022-11-21T19:24:10.711213+0000",new,true,"154497764219437.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.2.113",50505,"-","-","-","-","-","-","-","-","-","-",00,00,00,"Nov 21, 2022 @ 20:28:04.118","-",json,"1669058885.624088588",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,336","ids, suricata",86600,3,false,"Nov 21, 2022 @ 20:28:05.924"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",50505,flow,0,false,0,132,"2022-11-21T17:24:10.684416+0000",0,2,timeout,"2022-11-21T17:24:10.684416+0000",new,true,"1253038257500544.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",22,"-","-","-","-","-","-","-","-","-","-",00,00,00,"Nov 21, 2022 @ 18:29:01.549","-",json,"1669051741.560049520",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,376","ids, suricata",86600,3,false,"Nov 21, 2022 @ 18:29:01.942"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.4.138",22,flow,0,false,132,110,"2022-11-21T17:24:10.679446+0000",2,2,timeout,"2022-11-21T17:24:10.679292+0000",new,true,"154497292328316.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.2.113",50505,"-","-","-","-","-","-","-","-","-","-",00,00,00,"Nov 21, 2022 @ 18:28:04.095","-",json,"1669051686.559569224",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,337","ids, suricata",86600,3,false,"Nov 21, 2022 @ 18:28:06.051"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",50505,flow,0,false,0,132,"2022-11-21T15:24:10.648436+0000",0,2,timeout,"2022-11-21T15:24:10.648436+0000",new,true,"1253037785670900.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",22,"-","-","-","-","-","-","-","-","-","-",00,00,00,"Nov 21, 2022 @ 16:29:01.268","-",json,"1669044541.495212211",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,386","ids, suricata",86600,3,false,"Nov 21, 2022 @ 16:29:01.630"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.4.138",22,flow,0,false,132,110,"2022-11-21T15:24:10.637903+0000",2,2,timeout,"2022-11-21T15:24:10.637663+0000",new,true,"154496820493023.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.2.113",50505,"-","-","-","-","-","-","-","-","-","-",00,00,00,"Nov 21, 2022 @ 16:28:04.017","-",json,"1669044484.494649543",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,341","ids, suricata",86600,3,false,"Nov 21, 2022 @ 16:28:04.119"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",50505,flow,0,false,0,132,"2022-11-21T13:24:10.615477+0000",0,2,timeout,"2022-11-21T13:24:10.615477+0000",new,true,"1253039461262389.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",22,"-","-","-","-","-","-","-","-","-","-",00,00,00,"Nov 21, 2022 @ 14:29:01.436","-",json,"1669037343.429271283",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,388","ids, suricata",86600,3,false,"Nov 21, 2022 @ 14:29:03.430"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.4.138",22,flow,0,false,132,110,"2022-11-21T13:24:10.614506+0000",2,2,timeout,"2022-11-21T13:24:10.614346+0000",new,true,"154496348610506.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.2.113",50505,"-","-","-","-","-","-","-","-","-","-",00,00,00,"Nov 21, 2022 @ 14:28:04.649","-",json,"1669037286.428786905",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,345","ids, suricata",86600,3,false,"Nov 21, 2022 @ 14:28:06.219"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",50505,flow,0,false,0,132,"2022-11-21T11:24:10.583041+0000",0,2,timeout,"2022-11-21T11:24:10.583041+0000",new,true,"1253038989436289.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",22,"-","-","-","-","-","-","-","-","-","-",00,00,00,"Nov 21, 2022 @ 12:29:01.629","-",json,"1669030143.364516720",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,389","ids, suricata",86600,3,false,"Nov 21, 2022 @ 12:29:03.231"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.4.138",22,flow,0,false,132,110,"2022-11-21T11:24:10.582191+0000",2,2,timeout,"2022-11-21T11:24:10.582024+0000",new,true,"154495876784520.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.2.113",50505,"-","-","-","-","-","-","-","-","-","-",00,00,00,"Nov 21, 2022 @ 12:28:04.504","-",json,"1669030086.364025465",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,347","ids, suricata",86600,3,false,"Nov 21, 2022 @ 12:28:06.308"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",8172,flow,0,false,0,148,"2022-11-21T10:17:28.089917+0000",0,2,timeout,"2022-11-21T10:17:28.089917+0000",new,true,"239213844389693.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",55018,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:22:28.447","-",json,"1669026149.327575481",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","2,041","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:22:29.932"
"wazuh-alerts-4.x-2022.11.21",016,"10.11.3.10","1-build-auto-machine-orgen","-","10.11.2.113",3283,flow,0,false,0,148,"2022-11-21T10:17:25.234771+0000",0,2,timeout,"2022-11-21T10:17:25.234771+0000",new,true,"1079386756715795.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.3.10",50176,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:22:24.101","-",json,"1669026145.327511885",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","2,030","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:22:25.619"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",8090,flow,0,false,0,148,"2022-11-21T10:17:27.590018+0000",0,2,timeout,"2022-11-21T10:17:27.590018+0000",new,true,"2142610205900994.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",41412,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:22:18.126","-",json,"1669026138.327439341",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","2,012","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:22:18.672"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",22,flow,0,false,0,520,"2022-11-21T10:17:20.124276+0000",0,8,timeout,"2022-11-21T10:17:20.074266+0000",new,true,"448726643515930.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",54612,"-","-",true,"-","-",true,"-",true,"syn_sent",true,17,00,17,"Nov 21, 2022 @ 11:22:10.073","-",json,"1669026130.327356401",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,996","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:22:10.664"
"wazuh-alerts-4.x-2022.11.21",016,"10.11.3.10","1-build-auto-machine-orgen","-","10.11.2.113",3000,flow,0,false,0,148,"2022-11-21T10:17:24.733901+0000",0,2,timeout,"2022-11-21T10:17:24.733901+0000",new,true,"2196374606328525.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.3.10",47624,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:22:09.343","-",json,"1669026129.327337095",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,993","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:22:09.596"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",1023,flow,0,false,0,148,"2022-11-21T10:17:21.579479+0000",0,2,timeout,"2022-11-21T10:17:21.579479+0000",new,true,"1853335568242583.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",40616,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:22:05.380","-",json,"1669026126.327312173",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,986","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:22:06.659"
"wazuh-alerts-4.x-2022.11.21",016,"10.11.3.10","1-build-auto-machine-orgen","-","10.11.2.113",27017,flow,0,false,0,148,"2022-11-21T10:17:32.748442+0000",0,2,timeout,"2022-11-21T10:17:32.748442+0000",new,true,"1771632406064026.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.3.10",58464,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:22:05.318","-",json,"1669026125.327309567",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,984","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:22:05.591"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",5601,flow,0,false,0,148,"2022-11-21T10:17:25.085802+0000",0,2,timeout,"2022-11-21T10:17:25.085802+0000",new,true,"867825257631530.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",32772,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:22:04.034","-",json,"1669026124.327308297",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,983","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:22:04.662"
"wazuh-alerts-4.x-2022.11.21",019,"10.11.4.172","orgen-ot-machine-1","-","10.11.2.113",9092,flow,0,false,0,148,"2022-11-21T10:17:14.317334+0000",0,2,timeout,"2022-11-21T10:17:14.317334+0000",new,true,"449280693950358.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.172",52108,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:21:58.151","-",json,"1669026119.327232534",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,972","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:21:59.372"
"wazuh-alerts-4.x-2022.11.21",019,"10.11.4.172","orgen-ot-machine-1","-","10.11.2.113",27017,flow,0,false,0,148,"2022-11-21T10:17:15.319448+0000",0,2,timeout,"2022-11-21T10:17:15.319448+0000",new,true,"1573806211325912.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.172",59596,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:21:55.470","-",json,"1669026117.327228662",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,969","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:21:57.367"
"wazuh-alerts-4.x-2022.11.21",019,"10.11.4.172","orgen-ot-machine-1","-","10.11.2.113",5432,flow,0,false,0,148,"2022-11-21T10:17:09.808175+0000",0,2,timeout,"2022-11-21T10:17:09.808175+0000",new,true,"1993035821176047.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.172",56602,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:21:50.097","-",json,"1669026111.327151388",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,957","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:21:51.361"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",8000,flow,0,false,0,148,"2022-11-21T10:17:26.588336+0000",0,2,timeout,"2022-11-21T10:17:26.588336+0000",new,true,"1984061488167472.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",60086,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:21:48.604","-",json,"1669026108.327129853",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,952","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:21:48.643"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",3000,flow,0,false,0,148,"2022-11-21T10:17:22.079426+0000",0,2,timeout,"2022-11-21T10:17:22.079426+0000",new,true,"1477637599016514.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",57292,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:21:40.139","-",json,"1669026101.327069130",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,940","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:21:41.883"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",8090,flow,0,false,0,148,"2022-11-21T10:16:41.953117+0000",0,2,timeout,"2022-11-21T10:16:41.953117+0000",new,true,"1898409099889437.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",51970,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:21:38.126","-",json,"1669026099.327050181",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,937","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:21:39.875"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",5000,flow,0,false,0,148,"2022-11-21T10:17:24.083178+0000",0,2,timeout,"2022-11-21T10:17:24.083178+0000",new,true,"489095041402090.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",36446,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:21:35.440","-",json,"1669026095.326994074",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,929","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:21:35.869"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",21,flow,0,false,0,148,"2022-11-21T10:17:19.572199+0000",0,2,timeout,"2022-11-21T10:17:19.572199+0000",new,true,"1754398848957223.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",44748,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:21:32.088","-",json,"1669026093.326991534",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,927","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:21:33.867"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",9092,flow,0,false,0,148,"2022-11-21T10:16:43.455582+0000",0,2,timeout,"2022-11-21T10:16:43.455582+0000",new,true,"1692527695229854.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",46200,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:21:31.158","-",json,"1669026092.326971203",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,923","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:21:32.626"
"wazuh-alerts-4.x-2022.11.21",017,"10.11.4.138","orgen-ot-machine-2","-","10.11.2.113",5601,flow,0,false,0,148,"2022-11-21T10:16:39.447772+0000",0,2,timeout,"2022-11-21T10:16:39.447772+0000",new,true,"1471538742678812.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",46674,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:21:30.074","-",json,"1669026091.326967550",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,921","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:21:31.871"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",5432,flow,0,false,0,148,"2022-11-21T10:16:38.946317+0000",0,2,timeout,"2022-11-21T10:16:38.946317+0000",new,true,"2113625615921293.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.174",47822,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:21:29.145","-",json,"1669026090.326944709",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,915","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:21:30.620"
"wazuh-alerts-4.x-2022.11.21",019,"10.11.4.172","orgen-ot-machine-1","-","10.11.2.113",3306,flow,0,false,0,148,"2022-11-21T10:17:08.304922+0000",0,2,timeout,"2022-11-21T10:17:08.304922+0000",new,true,"572475387979546.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.172",54584,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:21:28.629","-",json,"1669026089.326907849",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,911","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:21:29.342"
"wazuh-alerts-4.x-2022.11.21",018,"10.11.4.174","orgen-ot-machine-3","-","10.11.2.113",8080,flow,0,false,0,148,"2022-11-21T10:17:27.089051+0000",0,2,timeout,"2022-11-21T10:17:27.089051+0000",new,true,"141181215792091.000000","-","-","-","-","-","-","-",ens3,TCP,"10.11.4.138",52658,"-","-","-","-","-","-","-","-","syn_sent",true,02,00,02,"Nov 21, 2022 @ 11:21:25.121","-",json,"1669026086.326901061",log,"/var/log/suricata/eve.json","s2g-siem-server","Suricata messages.","1,906","ids, suricata",86600,3,false,"Nov 21, 2022 @ 11:21:26.615"
